OrderID,ProductType,Quantity,OrderTime,PickType,PPS_ID
ORD_67,Groceries,6,2024-03-03 19:33:00,Automated,PPS_4
ORD_68,Groceries,4,2024-03-09 03:26:00,Automated,PPS_4
ORD_69,Groceries,2,2024-03-03 08:18:00,Automated,PPS_5
ORD_70,Electronics,2,2024-03-08 04:10:00,Manual,PPS_4
ORD_71,Clothing,10,2024-03-24 06:42:00,Manual,PPS_4
ORD_72,Clothing,5,2024-03-01 23:49:00,Manual,PPS_5
ORD_73,Toys,8,2024-03-25 07:57:00,Automated,PPS_1
ORD_74,Groceries,3,2024-03-12 05:26:00,Automated,PPS_2
ORD_75,Groceries,2,2024-03-10 13:26:00,Manual,PPS_5
ORD_76,Clothing,9,2024-03-08 01:44:00,Manual,PPS_1
ORD_77,Electronics,1,2024-03-13 14:24:00,Manual,PPS_5
ORD_78,Books,4,2024-03-30 15:49:00,Automated,PPS_2
ORD_79,Clothing,7,2024-03-11 00:59:00,Manual,PPS_1
ORD_80,Toys,1,2024-03-07 01:33:00,Automated,PPS_2
ORD_81,Toys,9,2024-03-07 13:21:00,Manual,PPS_2
ORD_82,Electronics,9,2024-03-20 17:48:00,Manual,PPS_2
ORD_83,Clothing,10,2024-03-01 00:15:00,Manual,PPS_1
ORD_84,Books,8,2024-03-27 20:29:00,Manual,PPS_5
ORD_85,Electronics,8,2024-03-21 04:47:00,Manual,PPS_5
ORD_86,Toys,9,2024-03-23 01:58:00,Automated,PPS_5
ORD_87,Books,4,2024-03-12 03:38:00,Manual,PPS_1
ORD_88,Groceries,6,2024-03-15 02:39:00,Automated,PPS_5
ORD_89,Electronics,4,2024-03-13 19:41:00,Automated,PPS_5
ORD_90,Clothing,1,2024-03-10 19:19:00,Automated,PPS_5
ORD_91,Groceries,10,2024-03-29 09:18:00,Automated,PPS_2
ORD_92,Groceries,2,2024-03-04 15:50:00,Automated,PPS_3
ORD_93,Electronics,7,2024-03-13 04:37:00,Manual,PPS_2
ORD_94,Electronics,1,2024-03-24 17:05:00,Automated,PPS_2
ORD_95,Books,9,2024-03-22 10:19:00,Manual,PPS_3
ORD_96,Electronics,7,2024-03-21 14:32:00,Automated,PPS_3
ORD_97,Groceries,6,2024-03-09 19:58:00,Manual,PPS_1
ORD_98,Electronics,8,2024-03-08 16:39:00,Manual,PPS_1
ORD_99,Toys,7,2024-03-20 14:08:00,Manual,PPS_4
ORD_100,Groceries,7,2024-03-05 14:39:00,Manual,PPS_5
ORD_101,Electronics,6,2024-03-17 13:07:00,Manual,PPS_1
ORD_102,Groceries,10,2024-03-07 08:17:00,Manual,PPS_5
ORD_103,Clothing,7,2024-03-23 06:40:00,Automated,PPS_5
ORD_104,Electronics,5,2024-03-23 19:09:00,Manual,PPS_1
ORD_105,Clothing,3,2024-03-23 04:54:00,Automated,PPS_5
ORD_106,Toys,7,2024-03-08 21:28:00,Manual,PPS_3
ORD_107,Electronics,1,2024-03-19 09:38:00,Automated,PPS_5
ORD_108,Books,8,2024-03-15 08:38:00,Manual,PPS_5
ORD_109,Groceries,1,2024-03-14 23:52:00,Automated,PPS_1
ORD_110,Electronics,4,2024-03-27 00:54:00,Automated,PPS_5
ORD_111,Electronics,5,2024-03-28 16:34:00,Manual,PPS_4
ORD_112,Electronics,6,2024-03-04 18:55:00,Manual,PPS_3
ORD_113,Toys,7,2024-03-24 00:44:00,Manual,PPS_4
ORD_114,Books,10,2024-03-07 19:30:00,Automated,PPS_2
ORD_115,Clothing,1,2024-03-30 03:23:00,Manual,PPS_4
ORD_116,Electronics,9,2024-03-25 13:58:00,Manual,PPS_1
ORD_117,Toys,8,2024-03-06 15:16:00,Automated,PPS_1
ORD_118,Electronics,9,2024-03-11 08:15:00,Automated,PPS_3
ORD_119,Clothing,10,2024-03-17 22:13:00,Automated,PPS_1
ORD_120,Clothing,8,2024-03-05 01:54:00,Manual,PPS_4
ORD_121,Books,10,2024-03-08 11:58:00,Manual,PPS_1
ORD_122,Electronics,9,2024-03-09 07:05:00,Manual,PPS_1
ORD_123,Electronics,10,2024-03-09 06:51:00,Manual,PPS_3
ORD_124,Electronics,10,2024-03-11 14:17:00,Manual,PPS_4
ORD_125,Toys,1,2024-03-06 02:53:00,Manual,PPS_2
ORD_126,Clothing,1,2024-03-10 06:39:00,Automated,PPS_1
ORD_127,Clothing,6,2024-03-27 02:47:00,Automated,PPS_4
ORD_128,Groceries,6,2024-03-28 17:26:00,Manual,PPS_5
ORD_129,Groceries,7,2024-03-03 09:06:00,Manual,PPS_2
ORD_130,Clothing,5,2024-03-07 06:43:00,Automated,PPS_3
ORD_131,Clothing,7,2024-03-16 18:15:00,Automated,PPS_5
ORD_132,Toys,9,2024-03-08 13:52:00,Manual,PPS_4
ORD_133,Toys,5,2024-03-20 18:41:00,Manual,PPS_1
ORD_134,Electronics,7,2024-03-05 09:56:00,Automated,PPS_1
ORD_135,Electronics,1,2024-03-01 08:41:00,Automated,PPS_1
ORD_136,Books,2,2024-03-08 20:01:00,Automated,PPS_2
ORD_137,Electronics,4,2024-03-06 02:57:00,Manual,PPS_4
ORD_138,Groceries,2,2024-03-29 05:07:00,Automated,PPS_2
ORD_139,Toys,9,2024-03-30 20:23:00,Manual,PPS_2
ORD_140,Books,8,2024-03-13 00:46:00,Automated,PPS_2
ORD_141,Books,9,2024-03-03 14:10:00,Manual,PPS_3
ORD_142,Clothing,10,2024-03-22 14:42:00,Manual,PPS_3
ORD_143,Books,10,2024-03-15 12:14:00,Manual,PPS_5
ORD_144,Clothing,10,2024-03-09 20:05:00,Manual,PPS_2
ORD_145,Toys,1,2024-03-27 13:27:00,Automated,PPS_4
ORD_146,Books,6,2024-03-26 08:34:00,Automated,PPS_5
ORD_147,Clothing,4,2024-03-13 16:02:00,Automated,PPS_2
ORD_148,Electronics,7,2024-03-29 05:54:00,Automated,PPS_2
ORD_149,Groceries,4,2024-03-04 07:25:00,Automated,PPS_2
ORD_150,Toys,7,2024-03-14 03:34:00,Manual,PPS_3
ORD_151,Toys,8,2024-03-14 20:44:00,Manual,PPS_1
ORD_152,Clothing,1,2024-03-21 21:34:00,Automated,PPS_3
ORD_153,Books,8,2024-03-24 20:12:00,Manual,PPS_1
ORD_154,Toys,8,2024-03-25 09:12:00,Manual,PPS_3
ORD_155,Clothing,9,2024-03-21 08:05:00,Automated,PPS_2
ORD_156,Electronics,9,2024-03-08 18:28:00,Manual,PPS_1
ORD_157,Books,6,2024-03-29 17:11:00,Automated,PPS_2
ORD_158,Books,5,2024-03-11 13:54:00,Manual,PPS_2
ORD_159,Electronics,8,2024-03-03 20:13:00,Automated,PPS_3
ORD_160,Clothing,3,2024-03-04 19:13:00,Manual,PPS_4
ORD_161,Groceries,10,2024-03-30 16:33:00,Automated,PPS_4
ORD_162,Toys,2,2024-03-15 05:30:00,Automated,PPS_1
ORD_163,Books,2,2024-03-07 13:49:00,Manual,PPS_2
ORD_164,Books,7,2024-03-15 22:21:00,Automated,PPS_5
ORD_165,Toys,10,2024-03-10 04:39:00,Manual,PPS_2
ORD_166,Clothing,6,2024-03-22 09:48:00,Automated,PPS_1
ORD_167,Electronics,8,2024-03-19 22:24:00,Automated,PPS_5
ORD_168,Groceries,8,2024-03-24 13:31:00,Manual,PPS_1
ORD_169,Clothing,1,2024-03-01 08:32:00,Manual,PPS_1
ORD_170,Electronics,3,2024-03-01 00:17:00,Automated,PPS_2
ORD_171,Books,7,2024-03-20 13:04:00,Automated,PPS_1
ORD_172,Clothing,4,2024-03-21 19:08:00,Manual,PPS_1
ORD_173,Books,8,2024-03-02 23:06:00,Manual,PPS_5
ORD_174,Groceries,7,2024-03-21 12:15:00,Automated,PPS_3
ORD_175,Electronics,1,2024-03-13 00:12:00,Automated,PPS_3
ORD_176,Electronics,10,2024-03-10 04:56:00,Manual,PPS_1
ORD_177,Groceries,8,2024-03-03 05:18:00,Manual,PPS_3
ORD_178,Toys,4,2024-03-01 23:23:00,Manual,PPS_5
ORD_179,Books,5,2024-03-26 20:59:00,Manual,PPS_1
ORD_180,Electronics,8,2024-03-26 10:08:00,Automated,PPS_5
ORD_181,Toys,6,2024-03-08 16:55:00,Automated,PPS_2
ORD_182,Electronics,7,2024-03-20 13:21:00,Automated,PPS_2
ORD_183,Groceries,2,2024-03-30 10:09:00,Manual,PPS_5
ORD_184,Books,4,2024-03-07 23:05:00,Automated,PPS_3
ORD_185,Electronics,9,2024-03-19 00:23:00,Manual,PPS_1
ORD_186,Toys,6,2024-03-03 20:32:00,Automated,PPS_4
ORD_187,Groceries,5,2024-03-28 10:03:00,Manual,PPS_1
ORD_188,Clothing,10,2024-03-09 23:08:00,Manual,PPS_2
ORD_189,Toys,10,2024-03-16 00:18:00,Manual,PPS_1
ORD_190,Electronics,10,2024-03-09 08:57:00,Manual,PPS_4
ORD_191,Clothing,6,2024-03-17 13:39:00,Automated,PPS_4
ORD_192,Groceries,2,2024-03-04 14:40:00,Manual,PPS_2
ORD_193,Groceries,5,2024-03-17 08:57:00,Automated,PPS_3
ORD_194,Groceries,3,2024-03-26 22:44:00,Automated,PPS_1
ORD_195,Books,8,2024-03-04 12:41:00,Automated,PPS_4
ORD_196,Toys,1,2024-03-03 12:05:00,Automated,PPS_1
ORD_197,Groceries,3,2024-03-18 13:54:00,Automated,PPS_1
ORD_198,Electronics,3,2024-03-25 01:49:00,Manual,PPS_3
ORD_199,Books,5,2024-03-13 06:16:00,Manual,PPS_2
ORD_200,Electronics,3,2024-03-03 07:37:00,Manual,PPS_5
ORD_201,Electronics,9,2024-03-07 08:29:00,Manual,PPS_5
ORD_202,Groceries,10,2024-03-08 19:32:00,Automated,PPS_2
ORD_203,Electronics,1,2024-03-01 17:10:00,Manual,PPS_5
ORD_204,Electronics,10,2024-03-07 15:49:00,Manual,PPS_5
ORD_205,Groceries,2,2024-03-25 10:19:00,Automated,PPS_1
ORD_206,Books,4,2024-03-24 09:48:00,Manual,PPS_2
ORD_207,Toys,7,2024-03-09 18:34:00,Automated,PPS_3
ORD_208,Clothing,2,2024-03-13 01:47:00,Manual,PPS_4
ORD_209,Books,1,2024-03-23 21:54:00,Automated,PPS_1
ORD_210,Clothing,1,2024-03-01 00:19:00,Manual,PPS_4
ORD_211,Books,8,2024-03-20 11:19:00,Automated,PPS_2
ORD_212,Groceries,4,2024-03-26 09:27:00,Manual,PPS_3
ORD_213,Groceries,2,2024-03-14 16:08:00,Manual,PPS_1
ORD_214,Books,6,2024-03-08 11:48:00,Automated,PPS_3
ORD_215,Groceries,10,2024-03-05 15:21:00,Manual,PPS_3
ORD_216,Electronics,4,2024-03-29 22:40:00,Manual,PPS_5
ORD_217,Clothing,9,2024-03-14 05:29:00,Manual,PPS_4
ORD_218,Clothing,8,2024-03-20 07:26:00,Automated,PPS_3
ORD_219,Books,7,2024-03-05 17:11:00,Manual,PPS_3
ORD_220,Electronics,7,2024-03-28 20:39:00,Automated,PPS_2
ORD_221,Groceries,5,2024-03-19 14:54:00,Manual,PPS_4
ORD_222,Clothing,3,2024-03-06 03:08:00,Manual,PPS_1
ORD_223,Books,7,2024-03-25 07:07:00,Automated,PPS_5
ORD_224,Toys,4,2024-03-05 05:19:00,Automated,PPS_2
ORD_225,Books,10,2024-03-07 09:29:00,Automated,PPS_4
ORD_226,Clothing,7,2024-03-25 20:53:00,Automated,PPS_5
ORD_227,Electronics,9,2024-03-26 11:54:00,Automated,PPS_4
ORD_228,Clothing,9,2024-03-20 06:04:00,Automated,PPS_2
ORD_229,Groceries,9,2024-03-20 21:33:00,Manual,PPS_4
ORD_230,Books,2,2024-03-07 06:37:00,Automated,PPS_1
ORD_231,Clothing,1,2024-03-08 12:27:00,Manual,PPS_1
ORD_232,Groceries,4,2024-03-05 19:15:00,Manual,PPS_1
ORD_233,Books,8,2024-03-21 00:14:00,Manual,PPS_1
ORD_234,Groceries,2,2024-03-27 21:01:00,Automated,PPS_2
ORD_235,Books,3,2024-03-07 21:36:00,Automated,PPS_3
ORD_236,Toys,3,2024-03-26 23:14:00,Manual,PPS_3
ORD_237,Toys,9,2024-03-06 09:55:00,Automated,PPS_2
ORD_238,Groceries,6,2024-03-15 23:28:00,Manual,PPS_4
ORD_239,Groceries,1,2024-03-12 07:47:00,Manual,PPS_3
ORD_240,Groceries,4,2024-03-23 07:11:00,Automated,PPS_1
ORD_241,Books,1,2024-03-21 12:10:00,Manual,PPS_5
ORD_242,Books,1,2024-03-10 17:49:00,Automated,PPS_3
ORD_243,Groceries,3,2024-03-30 12:45:00,Automated,PPS_1
ORD_244,Toys,2,2024-03-27 16:47:00,Manual,PPS_5
ORD_245,Electronics,7,2024-03-20 23:13:00,Manual,PPS_2
ORD_246,Toys,5,2024-03-15 05:06:00,Automated,PPS_4
ORD_247,Electronics,8,2024-03-23 16:56:00,Manual,PPS_4
ORD_248,Clothing,1,2024-03-01 13:58:00,Automated,PPS_3
ORD_249,Electronics,1,2024-03-21 02:43:00,Manual,PPS_4
ORD_250,Groceries,7,2024-03-20 20:07:00,Automated,PPS_1
ORD_251,Electronics,2,2024-03-08 16:30:00,Automated,PPS_2
ORD_252,Electronics,8,2024-03-11 20:32:00,Manual,PPS_4
ORD_253,Electronics,8,2024-03-30 08:53:00,Automated,PPS_1
ORD_254,Toys,1,2024-03-06 23:42:00,Manual,PPS_1
ORD_255,Books,7,2024-03-17 15:18:00,Manual,PPS_4
ORD_256,Groceries,6,2024-03-16 04:51:00,Automated,PPS_1
ORD_257,Books,8,2024-03-13 22:18:00,Manual,PPS_2
ORD_258,Clothing,7,2024-03-19 11:44:00,Automated,PPS_5
ORD_259,Clothing,4,2024-03-16 07:54:00,Automated,PPS_4
ORD_260,Books,6,2024-03-16 03:53:00,Manual,PPS_5
ORD_261,Clothing,7,2024-03-08 16:35:00,Automated,PPS_5
ORD_262,Clothing,7,2024-03-04 08:08:00,Manual,PPS_2
ORD_263,Groceries,1,2024-03-07 08:20:00,Manual,PPS_4
ORD_264,Clothing,3,2024-03-18 07:08:00,Automated,PPS_4
ORD_265,Groceries,3,2024-03-24 09:29:00,Automated,PPS_5
ORD_266,Clothing,9,2024-03-18 06:33:00,Automated,PPS_2
ORD_267,Electronics,2,2024-03-23 06:42:00,Automated,PPS_3
ORD_268,Books,2,2024-03-09 21:07:00,Automated,PPS_5
ORD_269,Clothing,1,2024-03-18 18:06:00,Manual,PPS_4
ORD_270,Clothing,9,2024-03-13 07:11:00,Automated,PPS_1
ORD_271,Toys,8,2024-03-19 16:55:00,Manual,PPS_5
ORD_272,Clothing,5,2024-03-10 21:37:00,Automated,PPS_2
ORD_273,Books,3,2024-03-22 03:42:00,Automated,PPS_5
ORD_274,Toys,4,2024-03-09 11:49:00,Manual,PPS_2
ORD_275,Electronics,3,2024-03-29 10:40:00,Automated,PPS_5
ORD_276,Electronics,1,2024-03-13 15:05:00,Automated,PPS_3
ORD_277,Groceries,1,2024-03-30 14:25:00,Automated,PPS_5
ORD_278,Toys,8,2024-03-18 08:34:00,Manual,PPS_4
ORD_279,Toys,8,2024-03-15 12:07:00,Manual,PPS_2
ORD_280,Books,1,2024-03-30 06:48:00,Automated,PPS_1
ORD_281,Clothing,6,2024-03-16 11:36:00,Automated,PPS_3
ORD_282,Clothing,3,2024-03-29 00:30:00,Automated,PPS_3
ORD_283,Toys,2,2024-03-22 23:12:00,Manual,PPS_1
ORD_284,Clothing,4,2024-03-26 21:02:00,Automated,PPS_4
ORD_285,Clothing,6,2024-03-28 00:47:00,Automated,PPS_4
ORD_286,Electronics,4,2024-03-28 09:35:00,Manual,PPS_2
ORD_287,Groceries,7,2024-03-09 18:42:00,Automated,PPS_4
ORD_288,Books,5,2024-03-21 08:24:00,Automated,PPS_5
ORD_289,Clothing,4,2024-03-18 11:16:00,Manual,PPS_1
ORD_290,Toys,8,2024-03-02 22:35:00,Automated,PPS_3
ORD_291,Books,10,2024-03-18 10:21:00,Automated,PPS_1
ORD_292,Electronics,3,2024-03-23 21:10:00,Automated,PPS_3
ORD_293,Clothing,3,2024-03-02 02:50:00,Manual,PPS_5
ORD_294,Clothing,9,2024-03-22 17:24:00,Automated,PPS_2
ORD_295,Clothing,5,2024-03-01 16:03:00,Automated,PPS_5
ORD_296,Electronics,8,2024-03-17 19:26:00,Manual,PPS_2
ORD_297,Toys,3,2024-03-21 15:57:00,Automated,PPS_2
ORD_298,Books,10,2024-03-14 12:08:00,Automated,PPS_5
ORD_299,Books,5,2024-03-20 16:10:00,Manual,PPS_3
ORD_300,Books,8,2024-03-16 01:12:00,Manual,PPS_4
ORD_301,Clothing,7,2024-03-19 17:00:00,Automated,PPS_3
ORD_302,Toys,1,2024-03-29 13:34:00,Manual,PPS_3
ORD_303,Groceries,6,2024-03-09 02:45:00,Manual,PPS_4
ORD_304,Groceries,1,2024-03-07 18:02:00,Manual,PPS_4
ORD_305,Books,1,2024-03-01 15:29:00,Automated,PPS_2
ORD_306,Clothing,8,2024-03-25 18:44:00,Automated,PPS_1
ORD_307,Books,9,2024-03-09 22:53:00,Automated,PPS_2
ORD_308,Groceries,7,2024-03-07 11:56:00,Automated,PPS_4
ORD_309,Groceries,2,2024-03-18 14:17:00,Manual,PPS_4
ORD_310,Groceries,9,2024-03-08 15:59:00,Manual,PPS_2
ORD_311,Electronics,9,2024-03-08 01:32:00,Automated,PPS_2
ORD_312,Electronics,8,2024-03-04 00:46:00,Manual,PPS_2
ORD_313,Clothing,4,2024-03-07 02:40:00,Manual,PPS_5
ORD_314,Clothing,1,2024-03-25 16:28:00,Automated,PPS_5
ORD_315,Clothing,3,2024-03-08 08:36:00,Manual,PPS_4
ORD_316,Clothing,2,2024-03-01 08:58:00,Automated,PPS_2
ORD_317,Clothing,2,2024-03-07 02:43:00,Manual,PPS_1
ORD_318,Toys,1,2024-03-20 13:51:00,Manual,PPS_3
ORD_319,Electronics,4,2024-03-20 10:36:00,Manual,PPS_3
ORD_320,Groceries,9,2024-03-20 06:04:00,Manual,PPS_3
ORD_321,Books,2,2024-03-04 07:53:00,Manual,PPS_1
ORD_322,Toys,4,2024-03-16 17:29:00,Manual,PPS_2
ORD_323,Clothing,3,2024-03-20 07:28:00,Automated,PPS_3
ORD_324,Books,6,2024-03-02 04:43:00,Manual,PPS_1
ORD_325,Toys,3,2024-03-06 22:21:00,Manual,PPS_1
ORD_326,Toys,6,2024-03-17 02:29:00,Manual,PPS_4
ORD_327,Groceries,7,2024-03-21 12:44:00,Manual,PPS_3
ORD_328,Toys,5,2024-03-05 18:08:00,Manual,PPS_1
ORD_329,Toys,9,2024-03-26 23:06:00,Automated,PPS_5
ORD_330,Electronics,9,2024-03-23 18:50:00,Manual,PPS_4
ORD_331,Electronics,8,2024-03-03 18:05:00,Manual,PPS_4
ORD_332,Groceries,9,2024-03-04 16:47:00,Automated,PPS_2
ORD_333,Groceries,2,2024-03-17 11:28:00,Automated,PPS_1
ORD_334,Books,3,2024-03-21 10:29:00,Manual,PPS_2
ORD_335,Electronics,2,2024-03-29 12:22:00,Automated,PPS_4
ORD_336,Toys,5,2024-03-27 12:10:00,Automated,PPS_4
ORD_337,Books,5,2024-03-21 09:18:00,Automated,PPS_5
ORD_338,Electronics,6,2024-03-24 11:51:00,Automated,PPS_1
ORD_339,Groceries,6,2024-03-07 21:18:00,Manual,PPS_1
ORD_340,Clothing,3,2024-03-21 22:46:00,Manual,PPS_1
ORD_341,Clothing,2,2024-03-14 00:41:00,Manual,PPS_1
ORD_342,Books,1,2024-03-30 03:22:00,Manual,PPS_3
ORD_343,Books,3,2024-03-22 22:44:00,Automated,PPS_3
ORD_344,Clothing,5,2024-03-15 00:17:00,Automated,PPS_3
ORD_345,Clothing,4,2024-03-19 07:59:00,Automated,PPS_1
ORD_346,Groceries,4,2024-03-28 04:04:00,Manual,PPS_2
ORD_347,Clothing,1,2024-03-02 13:35:00,Manual,PPS_5
ORD_348,Clothing,2,2024-03-17 21:38:00,Manual,PPS_1
ORD_349,Groceries,10,2024-03-06 19:12:00,Automated,PPS_4
ORD_350,Electronics,7,2024-03-23 06:02:00,Manual,PPS_5
ORD_351,Toys,1,2024-03-29 18:37:00,Manual,PPS_4
ORD_352,Electronics,9,2024-03-07 16:57:00,Manual,PPS_2
ORD_353,Electronics,9,2024-03-19 11:09:00,Automated,PPS_4
ORD_354,Books,1,2024-03-02 02:31:00,Manual,PPS_3
ORD_355,Clothing,3,2024-03-30 04:28:00,Manual,PPS_4
ORD_356,Electronics,6,2024-03-15 23:17:00,Manual,PPS_2
ORD_357,Toys,2,2024-03-25 19:16:00,Manual,PPS_4
ORD_358,Toys,2,2024-03-29 23:48:00,Automated,PPS_5
ORD_359,Clothing,6,2024-03-11 23:31:00,Automated,PPS_2
ORD_360,Groceries,3,2024-03-06 14:00:00,Manual,PPS_2
ORD_361,Books,4,2024-03-13 06:49:00,Automated,PPS_3
ORD_362,Groceries,6,2024-03-07 22:57:00,Manual,PPS_2
ORD_363,Toys,10,2024-03-09 21:52:00,Automated,PPS_3
ORD_364,Books,5,2024-03-22 08:04:00,Automated,PPS_3
ORD_365,Clothing,3,2024-03-07 20:51:00,Automated,PPS_4
ORD_366,Electronics,4,2024-03-18 11:42:00,Manual,PPS_5
ORD_367,Groceries,1,2024-03-03 05:55:00,Manual,PPS_5
ORD_368,Clothing,8,2024-03-24 23:24:00,Manual,PPS_1
ORD_369,Books,5,2024-03-24 23:09:00,Manual,PPS_4
ORD_370,Books,3,2024-03-16 20:56:00,Automated,PPS_5
ORD_371,Toys,7,2024-03-24 03:12:00,Manual,PPS_4
ORD_372,Groceries,3,2024-03-16 01:29:00,Automated,PPS_5
ORD_373,Groceries,10,2024-03-27 07:35:00,Automated,PPS_2
ORD_374,Clothing,5,2024-03-08 06:51:00,Manual,PPS_2
ORD_375,Electronics,1,2024-03-29 15:41:00,Manual,PPS_4
ORD_376,Electronics,5,2024-03-26 20:20:00,Automated,PPS_4
ORD_377,Groceries,2,2024-03-26 08:45:00,Automated,PPS_1
ORD_378,Groceries,4,2024-03-29 11:50:00,Automated,PPS_2
ORD_379,Clothing,9,2024-03-11 18:25:00,Automated,PPS_1
ORD_380,Books,7,2024-03-09 06:14:00,Automated,PPS_5
ORD_381,Electronics,10,2024-03-14 03:58:00,Automated,PPS_5
ORD_382,Groceries,6,2024-03-26 04:50:00,Manual,PPS_4
ORD_383,Books,6,2024-03-15 15:57:00,Manual,PPS_4
ORD_384,Toys,10,2024-03-10 07:13:00,Manual,PPS_5
ORD_385,Clothing,10,2024-03-10 13:12:00,Automated,PPS_4
ORD_386,Books,9,2024-03-13 02:50:00,Manual,PPS_2
ORD_387,Books,7,2024-03-03 09:57:00,Automated,PPS_4
ORD_388,Clothing,5,2024-03-14 20:55:00,Manual,PPS_2
ORD_389,Clothing,1,2024-03-10 20:07:00,Manual,PPS_5
ORD_390,Electronics,7,2024-03-12 23:36:00,Automated,PPS_1
ORD_391,Groceries,9,2024-03-07 05:50:00,Manual,PPS_5
ORD_392,Groceries,2,2024-03-13 14:12:00,Automated,PPS_2
